Sequence	Candidate for	Resistance_to	Reference	MGS_DANOIS	isPhage	MGS_SIZE	superkingdom	phylum	class	order	family	genus	species	COG/NOG/KOG_v3	Functional category_v3	Annotation_eggNOG_v3
MC3.MG87.AS1.GP1.C856.G2	erm	macrolides	ErmE1_CAB60001_1	175	-	2047	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	uncultured Faecalibacterium sp.	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG89.AS1.GP1.C21969.G2	erm	macrolides	Erm_39__AAR92235_1	437	-	2438	Bacteria	Firmicutes	Clostridia	Clostridiales				firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG89.AS1.GP1.C29758.G5	erm	macrolides	Erm_43__CCF55073_1	-	-	-	Bacteria	Bacteroidetes	Bacteroidia					bctoNOG01355	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase; catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rR; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin
MC3.MG89.AS1.GP1.C42822.G20	erm	macrolides	ErmQ_AAC36915_1	877	-	1600	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. CAG:877	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG9.AS1.GP1.C11398.G10	erm	macrolides	ErmQ_AAC36915_1	-	-	-	Bacteria	Firmicutes						firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG9.AS1.GP1.C16186.G2	erm	macrolides	ErmC_AAA20192_1	1060	-	1792	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. CAG:1060	bctoNOG01355	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase; catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rR; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin
MC3.MG9.AS1.GP1.C19754.G7	erm	macrolides	Erm_43__CCF55073_1	264	-	2811	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. L2-50	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG9.AS1.GP1.C23068.G2	erm	macrolides	ErmE1_CAB60001_1	555	-	1757	Bacteria	Firmicutes						firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG9.AS1.GP1.C33804.G2	erm	macrolides	ErmQ_AAC36915_1	738	-	1255								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG9.AS1.GP1.C3666.G1	erm	macrolides	ErmB_P21236_1	533	-	1132	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:533	eurNOG00886	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)
MC3.MG9.AS1.GP1.C844.G10	erm	macrolides	ErmC_AAA98296_1	533	-	1132	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:533	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG91.AS1.GP1.C2423.G8	erm	macrolides	ErmO_SrmA__CAA11706_1	425	-	3236								bctoNOG01355	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase; catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rR; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin
MC3.MG91.AS1.GP1.C29197.G2	erm	macrolides	ErmF_AAA98217_1	341	-	1627	Bacteria	Firmicutes						firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG91.AS1.GP1.C62766.G8	erm	macrolides	Erm_39__AAR92235_1	377	-	2681	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	Megamonas funiformis CAG:377	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG91.AS1.GP1.C62793.G16	erm	macrolides	ErmF_AAA98217_1	5044	-	-								COG0463	Cell wall/membrane/envelope biogenesis 	Glycosyltransferases involved in cell wall biogenesis
MC3.MG91.AS1.GP1.C8057.G1	erm	macrolides	Erm_40__AAS76623_1	1103	-	1528								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG93.AS1.GP1.C19090.G1	erm	macrolides	ErmD_AAA22599_1	-	-	-	Bacteria	Firmicutes	Clostridia					firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG93.AS1.GP1.C4166.G2	erm	macrolides	ErmQ_AAC36915_1	-	-	-								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG94.AS1.GP1.C19638.G2	erm	macrolides	ErmY_BAB20748_1	455	-	2012								COG0030	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase (rR methylation)
MC3.MG95.AS1.GP1.C16766.G2	erm	macrolides	Erm_43__CCF55073_1	1219	-	1428	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:1219	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C19210.G1	erm	macrolides	ErmB_AAK84314_1	3191	-	-	Bacteria	Firmicutes	Clostridia					firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C2125.G3	erm	macrolides	ErmA_CAA26964_1	-	-	-								bctoNOG01355	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase; catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rR; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin
MC3.MG95.AS1.GP1.C24292.G1	erm	macrolides	Erm_36__ErmML__AAL68827_1	-	-	-								bctoNOG01355	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase; catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rR; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin
MC3.MG95.AS1.GP1.C24500.G11	erm	macrolides	Erm_34__AAP74657_1	-	-	-								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C26160.G20	erm	macrolides	Erm_43__CCF55073_1	1000	-	1232	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:1000	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C27553.G2	erm	macrolides	Erm_39__AAR92235_1	404	-	1994								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C28529.G1	erm	macrolides	ErmSF_AAA26742_1	836	-	2479	Bacteria	Bacteroidetes	Bacteroidia					bctoNOG01355	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase; catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rR; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin
MC3.MG95.AS1.GP1.C3218.G5	erm	macrolides	ErmQ_AAC36915_1	-	-	-	Bacteria	Firmicutes	Clostridia					firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C34567.G1	erm	macrolides	ErmE1_CAB60001_1	-	-	-								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C36709.G24	erm	macrolides	ErmQ_AAC36915_1	433	-	1902	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:433	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C40835.G15	erm	macrolides	ErmE1_CAB60001_1	-	-	-	Bacteria	Firmicutes						firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG95.AS1.GP1.C573.G2	erm	macrolides	ErmSF_AAA26742_1	716	-	2965	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		bctoNOG01355	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase; catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rR; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin
MC3.MG95.AS1.GP1.C886.G4	erm	macrolides	ErmE1_CAB60001_1	724	-	1835	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. CAG:724	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG96.AS1.GP1.C37246.G38	erm	macrolides	ErmE1_CAB60001_1	-	-	-								bctoNOG01355	Translation, ribosomal structure and biogenesis 	Dimethyladenosine transferase; catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rR; mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin
MC3.MG97.AS1.GP1.C13578.G1	erm	macrolides	ErmGT_AAX84025_1	501	-	1382	Bacteria	Firmicutes	Clostridia					firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG97.AS1.GP1.C19824.G2	erm	macrolides	ErmE1_CAB60001_1	964	-	2050	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:964	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG97.AS1.GP1.C33096.G1	erm	macrolides	ErmQ_AAC36915_1	370	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium biforme DSM 3989	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG97.AS1.GP1.C42382.G7	erm	macrolides	ErmA_CAA26964_1	780	-	1479	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:780	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG97.AS1.GP1.C45897.G31	erm	macrolides	ErmQ_AAC36915_1	611	-	1264	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. CAG:611	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG97.AS1.GP1.C46260.G5	erm	macrolides	Erm_39__AAR92235_1	580	-	-								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG97.AS1.GP1.C49232.G23	erm	macrolides	ErmQ_AAC36915_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG98.AS1.GP1.C27278.G12	erm	macrolides	ErmQ_AAC36915_1	302	-	1465	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:302	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG98.AS1.GP1.C30714.G24	erm	macrolides	ErmK_AAA22595_1	605	-	1402	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. CAG:605	eurNOG00886	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)
MC3.MG98.AS1.GP1.C45502.G74	erm	macrolides	ErmGT_AAX84025_1	605	-	1402	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. CAG:605	firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG99.AS1.GP1.C14535.G9	erm	macrolides	ErmQ_AAC36915_1	-	-	-								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
MC3.MG99.AS1.GP1.C26420.G4	erm	macrolides	ErmQ_AAC36915_1	-	-	-								firmNOG00584	Translation, ribosomal structure and biogenesis 	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a hairpin near the 3'-end of 16S rR in the 30S particle. May play a critical role in biogenesis of 30S subunits
